step,epoch,total_loss,otp_head_loss,decoder_loss,lr,elapsed_s
10,1,3.875969409942627,2.7140793800354004,1.1618901491165161,2.0000000000000003e-06,2.7
20,1,3.9364585876464844,2.6520330905914307,1.2844254970550537,4.000000000000001e-06,4.6
30,1,3.906097888946533,2.6854777336120605,1.220620036125183,6e-06,6.5
40,1,3.6869192123413086,2.4271554946899414,1.2597635984420776,8.000000000000001e-06,8.3
50,1,3.3926610946655273,2.077580690383911,1.3150802850723267,1e-05,10.2
60,1,2.8282787799835205,1.6170775890350342,1.2112011909484863,1.2e-05,12.1
70,1,2.8820226192474365,1.736161231994629,1.1458613872528076,1.4000000000000001e-05,14.0
80,1,3.142256259918213,1.8947275876998901,1.2475286722183228,1.6000000000000003e-05,15.9
90,1,2.701286554336548,1.6108070611953735,1.0904794931411743,1.8e-05,17.8
100,1,2.7795751094818115,1.5723856687545776,1.2071894407272339,2e-05,19.7
110,1,3.0017318725585938,1.602719783782959,1.3990120887756348,2.2000000000000003e-05,21.6
120,1,3.0116989612579346,1.7966609001159668,1.2150380611419678,2.4e-05,23.5
130,1,2.916820764541626,1.695750117301941,1.221070647239685,2.6000000000000002e-05,25.4
140,1,2.8328733444213867,1.5921202898025513,1.240752935409546,2.8000000000000003e-05,27.3
150,1,2.9109253883361816,1.6781296730041504,1.2327957153320312,3e-05,29.2
160,1,2.750283718109131,1.4965444803237915,1.2537391185760498,3.2000000000000005e-05,31.1
170,1,2.8428421020507812,1.69169282913208,1.1511491537094116,3.4000000000000007e-05,33.0
180,1,2.745718002319336,1.5492019653320312,1.1965161561965942,3.6e-05,34.9
190,1,2.9434218406677246,1.749782681465149,1.1936392784118652,3.8e-05,36.8
200,1,2.931997299194336,1.6769202947616577,1.2550771236419678,4e-05,38.6
210,1,2.992433786392212,1.704235315322876,1.288198471069336,4.2e-05,40.5
220,1,2.6670095920562744,1.7319457530975342,0.9350638389587402,4.4000000000000006e-05,42.4
230,1,2.698415994644165,1.453484296798706,1.244931697845459,4.600000000000001e-05,44.3
240,1,2.4990108013153076,1.295801043510437,1.2032097578048706,4.8e-05,46.1
250,1,2.61553692817688,1.5711846351623535,1.0443522930145264,5e-05,48.0
260,1,2.808725357055664,1.4477770328521729,1.3609483242034912,5.2000000000000004e-05,49.9
270,1,2.569903612136841,1.4338383674621582,1.1360652446746826,5.4000000000000005e-05,51.7
280,1,2.500168800354004,1.5371966361999512,0.9629720449447632,5.6000000000000006e-05,53.6
290,1,2.85726261138916,1.6102688312530518,1.2469937801361084,5.8e-05,55.5
300,1,2.5013833045959473,1.3636833429336548,1.137700080871582,6e-05,57.3
310,1,2.8837621212005615,1.6712021827697754,1.2125599384307861,6.2e-05,59.2
320,1,2.7196145057678223,1.4437837600708008,1.275830864906311,6.400000000000001e-05,61.1
330,1,2.8364880084991455,1.573606252670288,1.2628817558288574,6.6e-05,63.0
340,1,2.743262767791748,1.4502809047698975,1.2929818630218506,6.800000000000001e-05,64.9
350,1,2.391604423522949,1.1970698833465576,1.194534420967102,7e-05,66.7
360,1,2.567523956298828,1.3306876420974731,1.2368364334106445,7.2e-05,68.6
370,1,2.5041236877441406,1.393616795539856,1.1105068922042847,7.4e-05,70.5
380,1,2.8524727821350098,1.7317029237747192,1.12076997756958,7.6e-05,72.3
390,1,2.5836873054504395,1.4020205736160278,1.1816668510437012,7.800000000000001e-05,74.2
400,1,2.5302672386169434,1.3673315048217773,1.1629356145858765,8e-05,76.1
410,1,2.516512393951416,1.243222951889038,1.2732895612716675,8.2e-05,78.0
420,1,2.559147834777832,1.358393669128418,1.2007540464401245,8.4e-05,79.8
430,1,2.8458008766174316,1.6050444841384888,1.2407562732696533,8.6e-05,81.7
440,1,2.471015214920044,1.2907925844192505,1.1802226305007935,8.800000000000001e-05,83.6
450,1,2.6537294387817383,1.4470129013061523,1.2067164182662964,9e-05,85.5
460,1,2.6532506942749023,1.3153153657913208,1.337935209274292,9.200000000000001e-05,87.4
470,1,2.6748101711273193,1.5388010740280151,1.1360090970993042,9.4e-05,89.3
480,1,2.6354942321777344,1.476436734199524,1.159057378768921,9.6e-05,91.2
490,1,2.4333877563476562,1.2621026039123535,1.1712850332260132,9.8e-05,93.1
500,1,2.313563823699951,1.2608665227890015,1.0526971817016602,0.0001,95.0
